Datetime,Tweet Id,Tweet,Username,Sentimen
2021-04-06 12:26:30+00:00,1379410183613411328,"@antaranews Pembelajaran daring banyak anak sekolah otaknya miring , kena apa mau di lanjutkan ? apa kurang keuntungan?",SITARNO3,-1
2021-03-17 08:30:32+00:00,1372103041608863746,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

391",jkmytime097,-1
2021-04-18 14:12:24+00:00,1383785490017525762,@namericano01 jangan begadang ya nay kalo besok masih ada daring/sekolah,d0nghvyck,1
2021-05-11 19:55:15+00:00,1392206688208375811,"@Ndrews110611 @Jay68045204 @OmAdityaWisnu @AdityaWisnu analogi keliru...
btw masih belajar daring situ?..",SingaEdan9,-1
2021-03-17 11:57:05+00:00,1372155022457274370,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

416",jkmytime097,-1
2021-04-21 21:23:58+00:00,1384981259437240323,"Dapat kiriman ini di group keluarga, kode nyuruh pulang. Fix beli tiket.

Yg bikin galau :
Jaringan kurang bagus di rumah,  kalau pulang seblum tgl 3  kuliah daring masih jalan.

Ga masuk kantor, kalau ini sih bisa diset dgn  WFH, tapi bakal libur lama, takut ada yg julid.
😅 https://t.co/4KthDXFU85",UdaDalias,1
2021-04-21 02:08:26+00:00,1384690458853449728,"@livviedix terakhir ak ujian sekolah jd ga ada daring lgi tinggal nunggu kelulusan aja mwehe, kmu daring ya? SEMANGAATTT!!",pjsgirlfie,1
2021-03-18 14:25:30+00:00,1372554759740092417,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap hari bismillah ya allah

#8etter108MP 
#8etter108MP

1196",jkmytime097,-1
2021-03-18 06:40:58+00:00,1372437857445453824,"@subtanyarl Udah sekolah daring, nyontek gampang, masih nilai jelek. Kamu oke? 😭

Tapi emang pembelajaran daring gak optimal. Menurut aku malah nilainya gak valid.",leexcr,-1
2021-03-17 17:22:52+00:00,1372237008710504448,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

636",jkmytime097,-1
2021-05-04 14:50:35+00:00,1389593301745999872,"@schfess TOLONG BGTTTT😭😭😭 mustahil tp ga tenang bgt kalo ga paham materi sama sekali("": ya Allah mau nangis kalo nginget selama ini sekolah setahun daring gaada yg paham kalo lanjut sampe kuliah gimana mau skripsiannya? masa ttp gapaham gt loh😭💔",letchuwgoo,-1
2021-05-02 13:18:55+00:00,1388845457036611585,"Siapa yang suka tidur waktu sekolah atau kuliah daring hayo ngakuuu? Tag 3 temen kamu! 

Di era pandemi saat ini aktivitas belajar mengajar banyak dilakukan dengan metode daring. Eitsss lantas bagaimana dengan nasib adik adik kita yang tidak memiliki akses internet? https://t.co/YQZIw5HQAF",LPPSLH,1
2021-04-22 07:59:35+00:00,1385141217802006528,"Kelemahan Belajar Daring, Anak Kecil Ditanya Kepanjangan SD Dijawab Sekolah Dihapus https://t.co/H04njdm6Dy",hetanewscom,-1
2021-04-11 18:30:13+00:00,1381313656088977410,"@ShopeeID Pengen dapat, untuk sekolah daring adik. 
Semoga menang. Aamiin.
#OrenBikinHappy
#ShoppeKasihSamsung
#SayangSobatShopee",OenjungK,1
2021-05-03 15:05:00+00:00,1389234544478343173,@txtdarionlshop Aku bacanya malah KECEWA BELAJAR DARING. Langsung hah?😏,debynemo,-1
2021-03-19 16:57:27+00:00,1372955388102905859,@subtanyarl Kalo kuliah daring via zoom biasanya boleh pake hp. Cuma emang minusnya kalo yang lain lagi sharescreen materi itu kecil banget tulisannya. Jadi lebih prefer pake laptop kalo mau zoom,clumsygyuuuuu,1
2021-03-16 14:20:42+00:00,1371828775399391236,"Belajar Daring tak hanya sekadar persoalan signal dan kuota, tetapi kini justru menambah penderitaan siswa. 
Buntut lainnya, orang tua juga mengalami penderitaan luar biasa. Bagaimana mengatasinya?
https://t.co/h7jIV96jim",firdausabie,-1
2021-05-15 09:43:23+00:00,1393502258134876163,"@GodD4mn1t Alasan ikut GA mau buat bayar biaya uang kuliah, dan buat biaya kebutuhan selama belajar daring",Lismn11,-1
2021-03-21 12:51:59+00:00,1373618389231435780,"@tanyainrl Wdyt?
Ya setuju lah, pak nadiem udh melihat jauh tentang kasus ini. Dan udh menjadi concern yg bener2 hrus diatasi
Lingkungan sekolah itu punya banyak dampak positif daripada sekedar belajar via daring
Gadget itu candunya luar biasa, selain itu pernikahan &amp; pelecehan sangat marak",dprinxxx,1
2021-03-18 03:14:28+00:00,1372385889427488772,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

876",jkmytime097,-1
2021-04-16 02:14:21+00:00,1382880010084573188,"Semoga dana desa jg bisa dimanfaatkan untuk perluasan/pengadaan jaringan internet yak. Kasian nih desa2 yg gak ada sinyal tlp/internetnya selama pandemi covid begini, krn siswa/i nya harus belajar daring tp ga punya koneksi internet.",melfeyadin,1
2021-03-16 14:13:53+00:00,1371827059790647296,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

38",jkmytime097,-1
2021-04-06 08:31:14+00:00,1379350976398692355,"Pasti bosen banget kan kalau belajar dirumah secara terus menerus?

Nah! Sobat OPOP Kalian penasaran bagaimana caranya supaya belajar dirumah masih terasa nyaman dan menyenangkan?

Yuk simak tipsnya!

#opopjatim #opop #jatim #sekolahdaring #sekolahonline https://t.co/cqDdeL9Xov",OpopJatim,1
2021-03-24 11:22:20+00:00,1374682991125876737,@YedamAsahiNoona @treasurebabble BOLEH KAK? Ya ampun aku ngerasa ga belajar samsek selama daring skskskks🤧 btw aku kelas 10..,istrinyaharutok,1
2021-05-06 11:05:10+00:00,1390261349356212225,"@collegemenfess kalo bosen belajar daring, biasanya nangis sih 😁😁😁",wifeofDiluc,-1
2021-04-17 03:59:13+00:00,1383268787785326601,GASUKA DARING KALO DARING BUKANNYA TAMBAH PINTER MALAHAN TAMBAH BODOH SEMENJAK SEKOLAH DARING GW KAGA PERNAH RANGKING. PENGEN SEKOLAH OFFLINE PAK-!! BOSEN DARING MULU😭😭,tabokkkkk_,-1
2021-03-31 02:50:28+00:00,1377090893048545283,"Lngsung aja gausa basa-basi karna ak tau klian pusing. Menerima joki tugas SD-SMA, Kuliah (Kesmas), jasa ketik, dll. Minat bisa hubungi WA 0858-5554-1501 (fast respon) atau bisa langsung DM
#Joki #JokiTugas #SMA #Kuliah #Kesmas #Daring #Murah #mtk #kesehatanmasyarakat #matematika",aiyanabrina,1
2021-05-16 23:55:37+00:00,1394079119348879360,SEKOLAH DARING BUKANNYA MAKIN PINTAR MALAH MAKIN BEGO ANJIR 😭😭😭,jmniehope,-1
2021-05-04 21:28:40+00:00,1389693483586244608,"@ShopeeID Bismillah masih mantengin, semoga dapet laptop buat sekolah daring dari @ShopeeID 

B. HP LAPTOP 14S-FQ0011AU

#ShopeeID
46",sncrtiees,1
2021-04-22 02:55:40+00:00,1385064732713832451,"Kamar sebelah lagi kuliah daring, pake speaker. Jadi ikut dngerin kuliahnya, mayan lah dapet materi psikologi gratis😩🙏",heyitsdeeagain,1
2021-03-29 15:41:31+00:00,1376560158470365185,"@schfess Apanya yg mau di razia sih?? Kan ini mah udah privasi lah, mau hpnya isi apa kek yaa serah yg punya yg penting tugas udah di selesein, kecuali hpnya emang dikasih dari sekolah dan emang untuk kegiatan daring, jadi jan dipake macem macem (?)",iniakunmulfand,1
2021-04-26 05:33:05+00:00,1386553901248180225,10 Tablet Samsung Murah Terbaik Untuk Belajar Daring https://t.co/drIwiL4DCx,androbuntuco,1
2021-04-09 23:57:55+00:00,1380671345571164161,"kdg males bgt kuliah daring

I vote #Dynamite for #BestMusicVideo at the 2021 #iHeartAwards @BTS_twt",vanillattemyg,-1
2021-04-07 13:48:57+00:00,1379793322026229766,"Ngga ada sekolah tatap muka terus , adanya daring.  Pemerintah nunggu sampai rihana ngaji baru diadain tatap muka kali",kenramadhanlb8,-1
2021-03-18 05:43:10+00:00,1372423309434843137,"setiap pertemuan dikasih materi ga dijelasin
Pertemuan selanjutnya dikasih latihan soal pdhl muridnya gaada ngerti 
Di chat ngumpul tugas bukan dikasih tau baik baik malah marah marah
dsru nyatat materinya bejibun 
Di saya ga efektif daringnya
Kpn pinternya cba belajar daring😭",panggilakutata,-1
